,row,species,sp,site,era,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long,Shaw_hab,notes,notes2
1620,2550,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1621,2551,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1622,2552,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.9,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1623,2553,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1624,2554,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1625,2555,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.5,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1626,2556,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.5,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1627,2557,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1628,2558,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1629,2559,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1630,2560,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,14.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1631,2561,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,14,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1632,2562,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1633,2563,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,14,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1634,2564,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1635,2565,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1636,2566,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.3,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1637,2567,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1638,2568,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1639,2569,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.9,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1640,2570,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1641,2571,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1642,2572,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.9,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1643,2573,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1644,2574,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.5,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1645,2575,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.9,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1646,2576,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1647,2577,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1648,2578,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1649,2579,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.3,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1650,2580,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,10.9,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1651,2581,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.5,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1652,2582,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.9,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1653,2583,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1654,2584,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1655,2585,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,10.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1656,2586,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1657,2587,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,10.7,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1658,2588,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1659,2589,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,10.5,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1660,2590,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.4,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1661,2591,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.3,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1662,2592,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1663,2593,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1664,2594,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,9.7,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1665,2595,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1666,2596,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,10.7,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1667,2597,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,9.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1668,2598,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.1,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1669,2599,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.6,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1670,2600,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1671,2601,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,14.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1672,2602,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1673,2603,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,14.5,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1674,2604,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,8.7,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1675,2605,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.9,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1676,2606,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,14.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1677,2607,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1678,2608,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,10.9,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1679,2609,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,11.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1680,2610,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,9.5,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1681,2611,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,6.3,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1682,2612,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,10.4,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1683,2613,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,12.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1684,2614,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.5,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1685,2615,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,7.8,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1686,2616,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran1L,quad2,2.22,m_alongTransect,tran1L_quad2,13.2,red macroalgae,4,36.62138N,121.90374W,,,l_carcharias
1687,2619,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran1R,quad1,0.6,m_alongTransect,tran1R_quad1,NA,mussels,3,36.62201N,121.90531W,,,NA
1688,2620,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran1R,quad2,0.74,m_alongTransect,tran1R_quad2,NA,mussels/brown algae/goosenecks,3,36.62201N,121.90531W,,,NA
1689,2621,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran1R,quad3,1.33,m_alongTransect,tran1R_quad3,NA,mussels/goosenecks,3,36.62201N,121.90531W,,,NA
1690,2623,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran1W,quad1,0.74,m_alongTransect,tran1W_quad1,NA,egregia,2,36.62194N,121.90516W,,,NA
1691,2625,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran1W,quad3,2.77,m_alongTransect,tran1W_quad3,NA,egregia,2.5,36.62194N,121.90516W,,,NA
1692,2626,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran1W,quad4,3.76,m_alongTransect,tran1W_quad4,NA,mussels/egregia,2.5,36.62194N,121.90516W,,,NA
1693,2627,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,18.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1694,2628,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,16.7,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1695,2629,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,17.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1696,2630,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,15.3,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1697,2631,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1698,2632,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.9,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1699,2633,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.5,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1700,2634,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1701,2635,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.5,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1702,2636,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1703,2637,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1704,2638,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,15,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1705,2639,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1706,2640,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,15.2,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1707,2641,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1708,2642,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.5,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1709,2643,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.2,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1710,2644,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.3,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1711,2645,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,15.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1712,2646,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.9,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1713,2647,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1714,2648,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1715,2649,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.5,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1716,2650,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1717,2651,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.9,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1718,2652,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.3,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1719,2653,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1720,2654,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1721,2655,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.4,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1722,2656,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.5,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1723,2657,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1724,2658,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1725,2659,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.9,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1726,2660,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.3,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1727,2661,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.4,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1728,2662,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.3,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1729,2663,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.5,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1730,2664,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11.9,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1731,2665,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.3,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1732,2666,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1733,2667,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.4,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1734,2668,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.1,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1735,2669,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11.1,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1736,2670,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1737,2671,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1738,2672,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1739,2673,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1740,2674,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.5,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1741,2675,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1742,2676,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1743,2677,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.5,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1744,2678,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,9.7,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1745,2679,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1746,2680,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,10.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1747,2681,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,14.7,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1748,2682,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,13.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1749,2683,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.6,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1750,2684,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,12.2,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1751,2685,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11.9,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1752,2686,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,8.8,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
1753,2687,Chlorostoma.funebralis,CHFU,Wara.D,present,16/07/2014,tran20R,quad1,0.28,m_alongTransect,tran20R_quad1,11.1,red macroalgae,3,36.62136N,121.90379W,,,r_zameus
