"","study","studySub","species","sp","site","era","date","nest1","nest2","nest3","nest3note","sampleUnit","size1mm","habitat","tideHTm","lat","long","Shaw_hab","notes","notes2","size1mm_rand","year"
"616","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.165784929879,1964
"617","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.5509449699894,1964
"618","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.5098574291915,1964
"619","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.5547674507834,1964
"620","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.0724211484194,1964
"621","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.4745513717644,1964
"622","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.8092985209078,1964
"623","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.4416089961305,1964
"624","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.4679007995874,1964
"625","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.088730101008,1964
"626","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.7184129115194,1964
"627","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.9584520789795,1964
"628","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.5693308939226,1964
"629","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.9701924058609,1964
"630","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.2328267875127,1964
"631","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.6378609752283,1964
"632","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.9781586998142,1964
"633","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.6892252359539,1964
"634","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.2774770064279,1964
"635","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.5803693393245,1964
"636","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.948377257213,1964
"637","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.8508600657806,1964
"638","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.1091040610336,1964
"639","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.3448063726537,1964
"640","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.1100895563141,1964
"641","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.9744037752971,1964
"642","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.4228150453418,1964
"643","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.2869918956421,1964
"644","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.2474753996357,1964
"645","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.9750639726408,1964
"646","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.2943326993845,1964
"647","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.9347131489776,1964
"648","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.9751957855187,1964
"649","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.0110502480529,1964
"650","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.6889469022863,1964
"651","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.5337415314279,1964
"652","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.1576265394688,1964
"653","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.5132397552952,1964
"654","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.9500311291777,1964
"655","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.0526354820468,1964
"656","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.378525220789,1964
"657","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.6534670018591,1964
"658","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.0428147944622,1964
"659","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.2752270647325,1964
"660","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",40,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.0370930857025,1964
"661","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.7263689679094,1964
"662","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.9708160762675,1964
"663","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.7985310573131,1964
"664","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.0919300573878,1964
"665","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.6111467629671,1964
"666","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.5372370751575,1964
"667","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.8670970420353,1964
"668","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.090760152787,1964
"669","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.549978738185,1964
"670","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.6624993006699,1964
"671","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.7269206992351,1964
"672","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.4067462319508,1964
"673","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.0543956430629,1964
"674","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.5568736973219,1964
"675","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.4189930693246,1964
"676","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.1582329627126,1964
"677","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.8600050206296,1964
"678","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",41,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.8441057773307,1964
"679","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.4254715861753,1964
"680","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.92706612451,1964
"681","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.3273682836443,1964
"682","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.4000181630254,1964
"683","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.0767176947556,1964
"684","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.4761974676512,1964
"685","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.7012878027745,1964
"686","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.5944636631757,1964
"687","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.2319647581317,1964
"688","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.5527671179734,1964
"689","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.380657366477,1964
"690","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.9645270863548,1964
"691","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.6945448219776,1964
"692","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.1965620536357,1964
"693","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.6479396033101,1964
"694","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.3666701233014,1964
"695","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.2131537976675,1964
"696","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.7197127076797,1964
"697","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.982194669079,1964
"698","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.1898381588981,1964
"699","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.781937262509,1964
"700","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",42,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.2018055352382,1964
"701","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.5192262711935,1964
"702","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.6860430780798,1964
"703","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.7389450422488,1964
"704","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.5840438161977,1964
"705","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.8556216731668,1964
"706","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.0327876908705,1964
"707","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.1814888673835,1964
"708","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.95377605455,1964
"709","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.0328602571972,1964
"710","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.4232366420329,1964
"711","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.4535801094025,1964
"712","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.6814598795027,1964
"713","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.901277505327,1964
"714","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.3902464113198,1964
"715","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.3174747969024,1964
"716","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.5887438170612,1964
"717","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.0338973170146,1964
"718","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.2820568201132,1964
"719","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.8748560938984,1964
"720","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.5358093958348,1964
"721","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.8088120529428,1964
"722","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.3714205054566,1964
"723","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.8415498821996,1964
"724","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.2852517445572,1964
"725","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.4940943787806,1964
"726","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.5711840763688,1964
"727","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.3182351300493,1964
"728","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.4457789361477,1964
"729","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.6855812417343,1964
"730","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.7468205783516,1964
"731","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.5866768411361,1964
"732","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",43,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.4190102107823,1964
"733","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",44,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.4658802556805,1964
"734","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",44,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.1646644743159,1964
"735","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",44,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.973566384986,1964
"736","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",44,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.4207562981173,1964
"737","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",44,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.3973861634731,1964
